Band Number,Mainland.or.Island,Retrap,Date,Wing,Tail,Tarsus,Weight,Ssp,,
2746406,Island,NA,26042002,65,57,19,12,Chlorocephalus,,
02656370,Island,NA,19072014,63,49,19,12,Chlorocephalus,,
02656372,Island,NA,19072014,64,48,19,12,Chlorocephalus,,
02656382,Island,NA,20072014,61.5,48,19,12,Chlorocephalus,,
2728205,Island,NA,23042022,61,47.5,19,12,Chlorocephalus,,
02672111,Island,NA,13062012,63,49,19,11.5,Chlorocephalus,,
02656454,Island,NA,13062015,64,50,19,11,Chlorocephalus,,
02700678,Island,NA,24072014,62,46,19,11,Chlorocephalus,,
02656348,Island,NA,19072014,61,47.5,19,10.5,Chlorocephalus,,
01A31642,Island,NA,12062012,59.5,45.5,19,10.5,Chlorocephalus,,
02656346,Island,NA,19072014,63.5,48,19,10,Chlorocephalus,,
01A31566,Island,NA,9062012,65.5,51.5,18.98,14.5,Chlorocephalus,,
01991496,Island,C,14062012,67,50,18.98,13.5,Chlorocephalus,,
02672106,Island,NA,13062012,66,50,18.96,14,Chlorocephalus,,
01A31586,Island,NA,10062012,62,45.5,18.96,13,Chlorocephalus,,
02672126,Island,NA,14062012,67,50,18.94,10,Chlorocephalus,,
02727845,Island,NA,42912,65,49,18.9,26.5,Chlorocephalus,,
2772549,Island,NA,22062024,63,51,18.9,18.5,Chlorocephalus,,
2746520,Island,NA,16062023,62,48,18.9,17,Chlorocephalus,,
2746568,Island,NA,17062023,64,48,18.9,16.5,Chlorocephalus,,
02656489,Island,NA,15062015,64.5,51,18.9,16,Chlorocephalus,,
02656402,Island,NA,25072014,61,51,18.9,16,Chlorocephalus,,
2746578,Island,NA,18062023,64,49,18.9,16,Chlorocephalus,,
2746518,Island,NA,16062023,64,49,18.9,16,Chlorocephalus,,
2746620,Island,NA,19062023,63,49,18.9,16,Chlorocephalus,,
2772642,Island,NA,28062024,64,49,18.9,15.7,Chlorocephalus,,
2746619,Island,NA,19062023,64,49,18.9,15.5,Chlorocephalus,,
2746463,Island,NA,23062022,63,49,18.9,15.5,Chlorocephalus,,
2728095,Island,NA,43636,64,48,18.9,15.5,Chlorocephalus,,
2746691,Island,NA,25062023,62,46,18.9,15.5,Chlorocephalus,,
2772606,Island,NA,24062024,64,49,18.9,15.3,Chlorocephalus,,
2772568,Island,NA,23062024,66,50,18.9,15.1,Chlorocephalus,,
2772507,Island,NA,21062024,64,48,18.9,15.1,Chlorocephalus,,
02710153,Island,NA,13112015,64.5,53,18.9,15,Chlorocephalus,,
02710137,Island,NA,11102015,66,52,18.9,15,Chlorocephalus,,
02710295,Island,NA,04102016,64.5,50.5,18.9,15,Chlorocephalus,,
02632299,Island,NA,06122016,65,49,18.9,15,Chlorocephalus,,
2746631,Island,NA,20062023,62,48,18.9,15,Chlorocephalus,,
2772542,Island,NA,22062024,62,48,18.9,15,Chlorocephalus,,
02656324,Island,NA,05052013,62.5,47,18.9,15,Chlorocephalus,,
2772556,Island,NA,22062024,62,46,18.9,14.6,Chlorocephalus,,
2746438,Island,NA,21062022,63,NA,18.9,14.5,Chlorocephalus,,
02728061,Island,NA,12042019,63.5,50.5,18.9,14.5,Chlorocephalus,,
02585623,Island,NA,4042019,63.5,50,18.9,14.5,Chlorocephalus,,
02710123,Island,NA,21062015,62.5,50,18.9,14.5,Chlorocephalus,,
02710290,Island,NA,04102016,63.5,49.5,18.9,14.5,Chlorocephalus,,
02585645,Island,NA,5042019,63,49,18.9,14.5,Chlorocephalus,,
02727883,Island,NA,42922,65,48,18.9,14.5,Chlorocephalus,,
02700582,Island,NA,31032013,62,47,18.9,14.5,Chlorocephalus,,
02700576,Island,NA,31032013,61,45,18.9,14.5,Chlorocephalus,,
2772607,Island,NA,24062024,63,49,18.9,14.4,Chlorocephalus,,
2772687,Island,NA,2072024,62,48,18.9,14.3,Chlorocephalus,,
2772664,Island,NA,30062024,62,48,18.9,14.2,Chlorocephalus,,
2772526,Island,NA,22062024,63,49,18.9,14.1,Chlorocephalus,,
02710151,Island,NA,13112015,63,51.5,18.9,14,Chlorocephalus,,
02727920,Island,NA,7042019,64,51,18.9,14,Chlorocephalus,,
2746493,Island,NA,16062023,65,50,18.9,14,Chlorocephalus,,
02656477,Island,NA,13062015,63,50,18.9,14,Chlorocephalus,,
02656308,Island,NA,04042013,62.5,50,18.9,14,Chlorocephalus,,
02656314,Island,NA,05052013,64.5,49,18.9,14,Chlorocephalus,,
2728256,Island,NA,25042022,63,49,18.9,14,Chlorocephalus,,
2746554,Island,NA,17062023,63,49,18.9,14,Chlorocephalus,,
02656243,Island,NA,02042013,62.5,49,18.9,14,Chlorocephalus,,
2746461,Island,NA,23062022,63,48,18.9,14,Chlorocephalus,,
02700521,Island,NA,30032013,62.5,48,18.9,14,Chlorocephalus,,
02585655,Island,NA,5042019,62,47,18.9,14,Chlorocephalus,,
2746692,Island,NA,25062023,63,46,18.9,14,Chlorocephalus,,
02727835,Island,NA,42912,66,51,18.9,13.9,Chlorocephalus,,
02727851,Island,NA,42919,64,48,18.9,13.9,Chlorocephalus,,
02728051,Island,NA,11042019,64.5,52,18.9,13.5,Chlorocephalus,,
02578808,Island,NA,05102016,64,51,18.9,13.5,Chlorocephalus,,
02710224,Island,NA,26062016,65,50,18.9,13.5,Chlorocephalus,,
2728182,Island,NA,22042022,65,50,18.9,13.5,Chlorocephalus,,
02727943,Island,NA,8042019,61.5,50,18.9,13.5,Chlorocephalus,,
02641276,Island,NA,6042019,64,49.5,18.9,13.5,Chlorocephalus,,
2728197,Island,NA,23042022,62.5,49.5,18.9,13.5,Chlorocephalus,,
02656220,Island,NA,01042013,63,49,18.9,13.5,Chlorocephalus,,
02727928,Island,NA,7042019,62,49,18.9,13.5,Chlorocephalus,,
02585699,Island,NA,5042019,61,49,18.9,13.5,Chlorocephalus,,
02727967,Island,NA,9042019,62.5,48.5,18.9,13.5,Chlorocephalus,,
02656248,Island,NA,02042013,62,48,18.9,13.5,Chlorocephalus,,
2728151,Island,NA,21042022,62,47,18.9,13.5,Chlorocephalus,,
02585672,Island,NA,5042019,61,47,18.9,13.5,Chlorocephalus,,
02656295,Island,NA,04042013,62,45,18.9,13.5,Chlorocephalus,,
02656455,Island,NA,13062015,64,NA,18.9,13,Chlorocephalus,,
02641270,Island,NA,6042019,64,51,18.9,13,Chlorocephalus,,
02727939,Island,NA,8042019,63,50,18.9,13,Chlorocephalus,,
02728039,Island,NA,10042019,61.5,50,18.9,13,Chlorocephalus,,
2728132,Island,NA,21042022,66,49.5,18.9,13,Chlorocephalus,,
2746452,Island,NA,22062022,64,49,18.9,13,Chlorocephalus,,
02656460,Island,NA,13062015,63,49,18.9,13,Chlorocephalus,,
2728130,Island,NA,21042022,62.5,49,18.9,13,Chlorocephalus,,
02727905,Island,NA,7042019,62.5,49,18.9,13,Chlorocephalus,,
2746420,Island,NA,26042002,61,48.5,18.9,13,Chlorocephalus,,
2746477,Island,NA,25062022,64,48,18.9,13,Chlorocephalus,,
02700543,Island,NA,30032013,63.5,48,18.9,13,Chlorocephalus,,
02641269,Island,NA,6042019,63.5,48,18.9,13,Chlorocephalus,,
02727915,Island,NA,7042019,62,48,18.9,13,Chlorocephalus,,
01A31617,Island,NA,10062012,64.5,47.5,18.9,13,Chlorocephalus,,
2746460,Island,NA,22062022,62,47,18.9,13,Chlorocephalus,,
02700669,Island,NA,23072014,66,51,18.9,12.5,Chlorocephalus,,
02585634,Island,NA,4042019,64,51,18.9,12.5,Chlorocephalus,,
2728293,Island,NA,25042022,61.5,50.5,18.9,12.5,Chlorocephalus,,
02710282,Island,NA,01102016,63,49,18.9,12.5,Chlorocephalus,,
02728078,Island,NA,13042019,63,49,18.9,12.5,Chlorocephalus,,
2728250,Island,NA,24042022,62.5,48.5,18.9,12.5,Chlorocephalus,,
02656204,Island,NA,01042013,61,47,18.9,12.5,Chlorocephalus,,
02700522,Island,NA,30032013,61.5,46,18.9,12.5,Chlorocephalus,,
02656207,Island,NA,01042013,60,45,18.9,12.5,Chlorocephalus,,
02710215,Island,NA,25062016,65,49,18.9,12.4,Chlorocephalus,,
01A31561,Island,NA,9062012,65,50,18.9,12.2,Chlorocephalus,,
02578889,Island,NA,23112016,65.5,54,18.9,12,Chlorocephalus,,
2746437,Island,NA,21062022,63,48,18.9,12,Chlorocephalus,,
02656405,Island,NA,26072014,62.5,48,18.9,12,Chlorocephalus,,
02585613,Island,NA,4042019,62,48,18.9,12,Chlorocephalus,,
02656446,Island,NA,13062015,62,48,18.9,12,Chlorocephalus,,
02656286,Island,NA,04042013,61,47.5,18.9,12,Chlorocephalus,,
02656353,Island,NA,19072014,63,47,18.9,12,Chlorocephalus,,
02710266,Island,NA,28062016,61,47,18.9,11.8,Chlorocephalus,,
01A31564,Island,NA,9062012,64.5,50,18.9,11.5,Chlorocephalus,,
02578880,Island,NA,22112016,63,49,18.9,11.5,Chlorocephalus,,
02710249,Island,NA,27062016,66,48,18.9,11.5,Chlorocephalus,,
01A31546,Island,NA,9062012,62.5,46,18.9,11.5,Chlorocephalus,,
2746530,Island,NA,17062023,61,46,18.9,11.5,Chlorocephalus,,
02710193,Island,NA,25062016,64,48,18.9,11.4,Chlorocephalus,,
02710200,Island,NA,25062016,63,48,18.9,11.4,Chlorocephalus,,
02700640,Island,NA,21072014,62.5,48.5,18.9,11,Chlorocephalus,,
01A31519,Island,NA,8062012,62.5,47,18.9,11,Chlorocephalus,,
01A31576,Island,NA,10062012,64,49,18.88,13.5,Chlorocephalus,,
01A31554,Island,NA,9062012,63,48,18.88,12,Chlorocephalus,,
01A31619,Island,NA,10062012,64,47,18.86,12.5,Chlorocephalus,,
02672120,Island,NA,14062012,62,47,18.84,13.5,Chlorocephalus,,
02672127,Island,NA,14062012,66,49,18.82,14,Chlorocephalus,,
02728069,Island,NA,13042019,63.5,49,18.8,NA,Chlorocephalus,,
02700515,Island,NA,29032013,NA,46,18.8,NA,Chlorocephalus,,
2728150,Island,NA,21042022,64,50,18.8,23,Chlorocephalus,,
02700505,Island,NA,29032013,64,50,18.8,18.5,Chlorocephalus,,
2772587,Island,NA,23062024,64,49,18.8,16.7,Chlorocephalus,,
2728104,Island,NA,43636,65,51,18.8,16.5,Chlorocephalus,,
02656499,Island,NA,16062015,63.5,50,18.8,16.5,Chlorocephalus,,
2746570,Island,NA,17062023,64,50,18.8,16,Chlorocephalus,,
02656269,Island,NA,03042013,64,49,18.8,16,Chlorocephalus,,
02700528,Island,NA,30032013,62.5,48,18.8,16,Chlorocephalus,,
02710130,Island,NA,22062015,61.5,47,18.8,16,Chlorocephalus,,
2772563,Island,NA,23062024,64,49,18.8,15.9,Chlorocephalus,,
02727818,Island,NA,42909,64,51,18.8,15.8,Chlorocephalus,,
2772633,Island,NA,26062024,65,49,18.8,15.6,Chlorocephalus,,
2772681,Island,NA,1072024,65,50,18.8,15.5,Chlorocephalus,,
02656436,Island,NA,12062015,63,50,18.8,15.5,Chlorocephalus,,
02727993,Island,NA,9042019,64.5,49,18.8,15.5,Chlorocephalus,,
2772698,Island,NA,2072024,64,49,18.8,15.3,Chlorocephalus,,
2772506,Island,NA,21062024,63,49,18.8,15.1,Chlorocephalus,,
02710131,Island,NA,22062015,65,51.5,18.8,15,Chlorocephalus,,
02728035,Island,NA,10042019,5.5,51.5,18.8,15,Chlorocephalus,,
02727842,Island,NA,42912,64,50,18.8,15,Chlorocephalus,,
2746609,Island,NA,19062023,63,46,18.8,15,Chlorocephalus,,
2746526,Island,NA,16062023,60,46,18.8,15,Chlorocephalus,,
2772574,Island,NA,23062024,65,49,18.8,14.8,Chlorocephalus,,
2728261,Island,NA,25042022,65,51.5,18.8,14.5,Chlorocephalus,,
2728109,Island,NA,43636,66,50,18.8,14.5,Chlorocephalus,,
02641266,Island,NA,6042019,64,50,18.8,14.5,Chlorocephalus,,
2728214,Island,NA,23042022,62.5,49,18.8,14.5,Chlorocephalus,,
2772672,Island,NA,30062024,64,49,18.8,14.2,Chlorocephalus,,
02727888,Island,NA,42923,61,48,18.8,14.2,Chlorocephalus,,
02656485,Island,NA,14062015,66,51,18.8,14,Chlorocephalus,,
2746410,Island,NA,26042002,63,51,18.8,14,Chlorocephalus,,
2746472,Island,NA,24062022,64,50,18.8,14,Chlorocephalus,,
02656339,Island,NA,05052013,61.5,50,18.8,14,Chlorocephalus,,
02727803,Island,NA,42909,65,49,18.8,14,Chlorocephalus,,
02656313,Island,NA,05052013,65,49,18.8,14,Chlorocephalus,,
02728038,Island,NA,10042019,63.5,49,18.8,14,Chlorocephalus,,
2728184,Island,NA,22042022,63,49,18.8,14,Chlorocephalus,,
02656280,Island,NA,03042013,62,49,18.8,14,Chlorocephalus,,
02641250,Island,NA,5042019,59.5,49,18.8,14,Chlorocephalus,,
01A31533,Island,NA,8062012,61.5,47,18.8,14,Chlorocephalus,,
2746686,Island,NA,25062023,63,46,18.8,14,Chlorocephalus,,
2746633,Island,NA,20062023,60,46,18.8,14,Chlorocephalus,,
02700511,Island,NA,29032013,64,45,18.8,14,Chlorocephalus,,
02710222,Island,NA,26062016,66,51,18.8,13.9,Chlorocephalus,,
02727840,Island,NA,42912,64,49,18.8,13.9,Chlorocephalus,,
02727810,Island,NA,42909,62,49,18.8,13.9,Chlorocephalus,,
2728252,Island,NA,24042022,64.5,51,18.8,13.5,Chlorocephalus,,
02710107,Island,NA,17062015,62.5,51,18.8,13.5,Chlorocephalus,,
02656434,Island,NA,12062015,63.5,50.5,18.8,13.5,Chlorocephalus,,
2746654,Island,NA,21062023,66,49,18.8,13.5,Chlorocephalus,,
02700551,Island,NA,30032013,64,49,18.8,13.5,Chlorocephalus,,
02700525,Island,NA,30032013,63,49,18.8,13.5,Chlorocephalus,,
02656245,Island,NA,02042013,62.5,49,18.8,13.5,Chlorocephalus,,
02585666,Island,NA,5042019,61.5,49,18.8,13.5,Chlorocephalus,,
02710115,Island,NA,18062015,62,48,18.8,13.5,Chlorocephalus,,
02656252,Island,NA,03042013,59,48,18.8,13.5,Chlorocephalus,,
2746481,Island,NA,25062022,62,47,18.8,13.5,Chlorocephalus,,
02727872,Island,NA,42921,64,48,18.8,13.3,Chlorocephalus,,
02727867,Island,NA,42921,66,NA,18.8,13.2,Chlorocephalus,,
2772502,Island,NA,21062024,63,50,18.8,13.2,Chlorocephalus,,
2728253,Island,NA,24042022,63.5,52,18.8,13,Chlorocephalus,,
02710124,Island,NA,21062015,65.6,50.5,18.8,13,Chlorocephalus,,
2728244,Island,NA,24042022,63.5,49,18.8,13,Chlorocephalus,,
02585677,Island,NA,5042019,62.5,49,18.8,13,Chlorocephalus,,
02727926,Island,NA,7042019,62,49,18.8,13,Chlorocephalus,,
02727983,Island,NA,9042019,61.5,49,18.8,13,Chlorocephalus,,
2746521,Island,NA,16062023,63,48,18.8,13,Chlorocephalus,,
2746543,Island,NA,17062023,63,48,18.8,13,Chlorocephalus,,
02585658,Island,NA,5042019,63,48,18.8,13,Chlorocephalus,,
02727981,Island,NA,9042019,63,48,18.8,13,Chlorocephalus,,
02727901,Island,NA,7042019,61,48,18.8,13,Chlorocephalus,,
02700574,Island,NA,31032013,61.5,47,18.8,13,Chlorocephalus,,
02700519,Island,NA,29032013,62.5,46,18.8,13,Chlorocephalus,,
02700595,Island,NA,01042013,60,45,18.8,13,Chlorocephalus,,
02710236,Island,NA,26062016,66,47,18.8,12.7,Chlorocephalus,,
02727877,Island,NA,42922,62,47,18.8,12.6,Chlorocephalus,,
02585638,Island,NA,4042019,63,NA,18.8,12.5,Chlorocephalus,,
02585692,Island,NA,5042019,66,51,18.8,12.5,Chlorocephalus,,
2728177,Island,NA,22042022,66,50.5,18.8,12.5,Chlorocephalus,,
2728128,Island,NA,21042022,63.5,50,18.8,12.5,Chlorocephalus,,
02727980,Island,NA,9042019,61.5,50,18.8,12.5,Chlorocephalus,,
02700681,Island,NA,24072014,62,49,18.8,12.5,Chlorocephalus,,
2728273,Island,NA,25042022,64,48.5,18.8,12.5,Chlorocephalus,,
02656420,Island,NA,12062015,63,48,18.8,12.5,Chlorocephalus,,
02710218,Island,NA,25062016,61,47,18.8,12.3,Chlorocephalus,,
02710269,Island,NA,29062016,64,49,18.8,12.1,Chlorocephalus,,
02656406,Island,NA,26072014,64.5,NA,18.8,12,Chlorocephalus,,
02700682,Island,NA,24072014,63,50,18.8,12,Chlorocephalus,,
02727977,Island,NA,9042019,60,49,18.8,12,Chlorocephalus,,
02585687,Island,NA,5042019,62,47,18.8,12,Chlorocephalus,,
02656273,Island,NA,03042013,61,47,18.8,12,Chlorocephalus,,
02656467,Island,NA,13062015,61,47,18.8,12,Chlorocephalus,,
02710251,Island,NA,27062016,61,48,18.8,11.5,Chlorocephalus,,
02656212,Island,NA,01042013,61,47,18.8,11.5,Chlorocephalus,,
02656389,Island,NA,20072014,61,45,18.8,11.5,Chlorocephalus,,
02710281,Island,NA,30062016,62,48,18.8,11.3,Chlorocephalus,,
02710194,Island,NA,25062016,64,47,18.8,11.1,Chlorocephalus,,
02656201,Island,NA,01042013,62,48,18.8,11,Chlorocephalus,,
02656364,Island,NA,19072014,63.5,47,18.8,11,Chlorocephalus,,
01A31504,Island,NA,7062012,65.5,51,18.78,13.5,Chlorocephalus,,
01A31622,Island,NA,11062012,63.5,49,18.78,13,Chlorocephalus,,
01A31544,Island,NA,9062012,63,48.5,18.78,12.5,Chlorocephalus,,
01A31589,Island,NA,10062012,63,48,18.78,12,Chlorocephalus,,
02672123,Island,NA,14062012,64,47,18.76,9,Chlorocephalus,,
01A31595,Island,NA,10062012,63.5,46,18.74,14,Chlorocephalus,,
2772695,Island,NA,2072024,63,50,18.7,17.7,Chlorocephalus,,
02656409,Island,NA,26072014,63.5,49,18.7,16,Chlorocephalus,,
2772618,Island,NA,24062024,65,49,18.7,15.8,Chlorocephalus,,
2772629,Island,NA,25062024,63,49,18.7,15.8,Chlorocephalus,,
2772540,Island,NA,22062024,64,49,18.7,15.6,Chlorocephalus,,
02585633,Island,NA,4042019,65.5,51,18.7,15.5,Chlorocephalus,,
02727964,Island,NA,8042019,65,50,18.7,15.5,Chlorocephalus,,
02700626,Island,NA,20072014,64,48,18.7,15.5,Chlorocephalus,,
02710127,Island,NA,22062015,63,48,18.7,15.5,Chlorocephalus,,
2728083,Island,NA,43634,65,46,18.7,15.5,Chlorocephalus,,
2746468,Island,NA,24062022,63,49,18.7,15,Chlorocephalus,,
02585625,Island,NA,4042019,61,50,18.7,14.5,Chlorocephalus,,
2772616,Island,NA,24062024,65,49,18.7,14.5,Chlorocephalus,,
02727853,Island,NA,42919,64,49,18.7,14.5,Chlorocephalus,,
2746671,Island,NA,23062023,63,49,18.7,14.5,Chlorocephalus,,
02656484,Island,NA,14062015,62.5,49,18.7,14.5,Chlorocephalus,,
02641242,Island,NA,5042019,64,48,18.7,14.5,Chlorocephalus,,
02727946,Island,NA,8042019,63,48,18.7,14.5,Chlorocephalus,,
02656293,Island,NA,04042013,62.5,47,18.7,14.5,Chlorocephalus,,
2746683,Island,NA,24062023,61,47,18.7,14.5,Chlorocephalus,,
02700578,Island,NA,31032013,62,46,18.7,14.5,Chlorocephalus,,
2728181,Island,NA,22042022,62.5,NA,18.7,14,Chlorocephalus,,
02578881,Island,NA,22112016,65.5,50,18.7,14,Chlorocephalus,,
01A31516,Island,NA,8062012,64,50,18.7,14,Chlorocephalus,,
02700573,Island,NA,31032013,64,50,18.7,14,Chlorocephalus,,
02727849,Island,NA,42919,63,50,18.7,14,Chlorocephalus,,
02641223,Island,NA,06122016,62,49.5,18.7,14,Chlorocephalus,,
02727903,Island,NA,7042019,62.5,49,18.7,14,Chlorocephalus,,
2746589,Island,NA,18062023,64,48,18.7,14,Chlorocephalus,,
2746476,Island,NA,25062022,63,48,18.7,14,Chlorocephalus,,
02700558,Island,NA,31032013,62.5,48,18.7,14,Chlorocephalus,,
02727934,Island,NA,7042019,61,48,18.7,14,Chlorocephalus,,
02700541,Island,NA,30032013,62,47.5,18.7,14,Chlorocephalus,,
2772515,Island,NA,21062024,63,49,18.7,13.8,Chlorocephalus,,
2772532,Island,NA,22062024,61,47,18.7,13.6,Chlorocephalus,,
02585618,Island,NA,4042019,64,51,18.7,13.5,Chlorocephalus,,
02710286,Island,NA,04102016,63,51,18.7,13.5,Chlorocephalus,,
2746580,Island,NA,18062023,65,50,18.7,13.5,Chlorocephalus,,
02656466,Island,NA,13062015,64,50,18.7,13.5,Chlorocephalus,,
02585640,Island,NA,4042019,59,50,18.7,13.5,Chlorocephalus,,
02672112,Island,NA,13062012,65,49,18.7,13.5,Chlorocephalus,,
2772647,Island,NA,29062024,64,49,18.7,13.5,Chlorocephalus,,
02656218,Island,NA,01042013,64,49,18.7,13.5,Chlorocephalus,,
2772603,Island,NA,24062024,62,49,18.7,13.5,Chlorocephalus,,
02700627,Island,NA,20072014,63.5,48,18.7,13.5,Chlorocephalus,,
02710104,Island,NA,17062015,63,48,18.7,13.5,Chlorocephalus,,
02656319,Island,NA,05052013,62,48,18.7,13.5,Chlorocephalus,,
2746465,Island,NA,24062022,62,48,18.7,13.5,Chlorocephalus,,
02656320,Island,NA,05052013,63,47,18.7,13.5,Chlorocephalus,,
02656306,Island,NA,04042013,62.5,46,18.7,13.5,Chlorocephalus,,
02700540,Island,NA,30032013,61,46,18.7,13.5,Chlorocephalus,,
02672155,Island,NA,15062012,63.5,43,18.7,13.5,Chlorocephalus,,
02727861,Island,NA,42921,64,46,18.7,13.4,Chlorocephalus,,
02727839,Island,NA,42912,62,46,18.7,13.3,Chlorocephalus,,
2728234,Island,NA,24042022,62,NA,18.7,13,Chlorocephalus,,
02656473,Island,NA,13062015,64,51,18.7,13,Chlorocephalus,,
02710285,Island,NA,04102016,65.5,50,18.7,13,Chlorocephalus,,
2746442,Island,NA,21062022,65,50,18.7,13,Chlorocephalus,,
02727914,Island,NA,7042019,62,50,18.7,13,Chlorocephalus,,
2728144,Island,NA,21042022,63,49,18.7,13,Chlorocephalus,,
02656254,Island,NA,03042013,61.5,49,18.7,13,Chlorocephalus,,
02585656,Island,NA,5042019,63,48,18.7,13,Chlorocephalus,,
2746446,Island,NA,21062022,63,48,18.7,13,Chlorocephalus,,
2728189,Island,NA,23042022,62,48,18.7,13,Chlorocephalus,,
2728206,Island,NA,23042022,62,47.5,18.7,13,Chlorocephalus,,
2746499,Island,NA,16062023,64,47,18.7,13,Chlorocephalus,,
02656299,Island,NA,04042013,63.5,47,18.7,13,Chlorocephalus,,
02656445,Island,NA,13062015,62,47,18.7,13,Chlorocephalus,,
02700536,Island,NA,30032013,62,47,18.7,13,Chlorocephalus,,
02727833,Island,NA,42912,61,46,18.7,12.9,Chlorocephalus,,
02728049,Island,NA,11042019,64,48,18.7,12.5,Chlorocephalus,,
2728166,Island,NA,22042022,62,NA,18.7,12.5,Chlorocephalus,,
02578885,Island,NA,23112016,62.5,51,18.7,12.5,Chlorocephalus,,
02727923,Island,NA,7042019,63.5,50.5,18.7,12.5,Chlorocephalus,,
02710300,Island,NA,04102016,64,50,18.7,12.5,Chlorocephalus,,
02656457,Island,NA,13062015,63,50,18.7,12.5,Chlorocephalus,,
2728281,Island,NA,25042022,64,49.5,18.7,12.5,Chlorocephalus,,
02578810,Island,NA,05102016,63.5,49.5,18.7,12.5,Chlorocephalus,,
02656463,Island,NA,13062015,63,49,18.7,12.5,Chlorocephalus,,
02656335,Island,NA,05052013,62.5,49,18.7,12.5,Chlorocephalus,,
02585695,Island,NA,5042019,62.5,49,18.7,12.5,Chlorocephalus,,
2728178,Island,NA,22042022,62,48,18.7,12.5,Chlorocephalus,,
02585662,Island,NA,5042019,62,48,18.7,12.5,Chlorocephalus,,
02700530,Island,NA,30032013,62.5,46,18.7,12.5,Chlorocephalus,,
02710262,Island,NA,28062016,65,51,18.7,12.2,Chlorocephalus,,
02710201,Island,NA,25062016,65,49,18.7,12.2,Chlorocephalus,,
02710202,Island,NA,25062016,63,49,18.7,12.2,Chlorocephalus,,
01A31534,Island,NA,8062012,64.5,49,18.7,12,Chlorocephalus,,
02656261,Island,NA,03042013,62.5,48,18.7,12,Chlorocephalus,,
02656317,Island,NA,05052013,62,48,18.7,12,Chlorocephalus,,
02656453,Island,NA,13062015,60,48,18.7,12,Chlorocephalus,,
02656407,Island,NA,26072014,61.5,47,18.7,12,Chlorocephalus,,
02656404,Island,NA,26072014,61,47,18.7,12,Chlorocephalus,,
02700569,Island,NA,31032013,61.5,46,18.7,12,Chlorocephalus,,
02710226,Island,NA,26062016,61,49,18.7,11.7,Chlorocephalus,,
02656388,Island,NA,20072014,64.5,50,18.7,11.5,Chlorocephalus,,
02656422,Island,NA,12062015,63.5,50,18.7,11.5,Chlorocephalus,,
02672145,Island,NA,15062012,65,48,18.7,11.5,Chlorocephalus,,
02656392,Island,NA,20072014,64,NA,18.7,10.5,Chlorocephalus,,
02656376,Island,NA,19072014,61.5,46,18.7,10.5,Chlorocephalus,,
02672144,Island,NA,15062012,63,47.5,18.68,13.5,Chlorocephalus,,
01A31505,Island,NA,7062012,65,51.5,18.68,13,Chlorocephalus,,
01A31569,Island,NA,9062012,64.5,50,18.66,14,Chlorocephalus,,
01A31510,Island,NA,7062012,65,NA,18.65,14.5,Chlorocephalus,,
01A31626,Island,NA,11062012,63,47,18.65,13.5,Chlorocephalus,,
01A31578,Island,NA,10062012,60.5,46,18.62,10,Chlorocephalus,,
02710102,Island,NA,16062015,63,50,18.6,NA,Chlorocephalus,,
02656471,Island,NA,13062015,63,53,18.6,17,Chlorocephalus,,
2772566,Island,NA,23062024,64,48,18.6,16,Chlorocephalus,,
2772592,Island,NA,23062024,65,51,18.6,15.9,Chlorocephalus,,
02727828,Island,NA,42910,65,48,18.6,15.6,Chlorocephalus,,
02700584,Island,NA,31032013,61.5,49,18.6,15.5,Chlorocephalus,,
2772625,Island,NA,25062024,63,48,18.6,15.5,Chlorocephalus,,
02700653,Island,NA,22072014,65,52,18.6,15,Chlorocephalus,,
2746581,Island,NA,18062023,62,49,18.6,15,Chlorocephalus,,
02578802,Island,NA,04102016,64,48.5,18.6,15,Chlorocephalus,,
02656309,Island,NA,04052013,62.5,48,18.6,15,Chlorocephalus,,
2746479,Island,NA,25062022,61,48,18.6,15,Chlorocephalus,,
02728059,Island,NA,12042019,59,47,18.6,15,Chlorocephalus,,
02641244,Island,NA,5042019,64.5,52,18.6,14.5,Chlorocephalus,,
02585624,Island,NA,4042019,61.5,51,18.6,14.5,Chlorocephalus,,
2746689,Island,NA,25062023,66,50,18.6,14.5,Chlorocephalus,,
2746541,Island,NA,17062023,65,50,18.6,14.5,Chlorocephalus,,
2746678,Island,NA,24062023,64,50,18.6,14.5,Chlorocephalus,,
2728190,Island,NA,23042022,62,50,18.6,14.5,Chlorocephalus,,
02656432,Island,NA,12062015,64,49,18.6,14.5,Chlorocephalus,,
02700687,Island,NA,25072014,63,49,18.6,14.5,Chlorocephalus,,
02656274,Island,NA,03042013,61,48,18.6,14.5,Chlorocephalus,,
2746665,Island,NA,22062023,63,47,18.6,14.5,Chlorocephalus,,
2772650,Island,NA,29062024,63,53,18.6,14.4,Chlorocephalus,,
02727893,Island,NA,30102017,67,51,18.6,14.1,Chlorocephalus,,
2772565,Island,NA,23062024,65,51,18.6,14.1,Chlorocephalus,,
2728254,Island,NA,24042022,65,50,18.6,14,Chlorocephalus,,
02578811,Island,NA,10102016,63.5,49.5,18.6,14,Chlorocephalus,,
2746602,Island,NA,18062023,64,49,18.6,14,Chlorocephalus,,
2746458,Island,NA,22062022,64,49,18.6,14,Chlorocephalus,,
02700562,Island,NA,31032013,63,49,18.6,14,Chlorocephalus,,
02727929,Island,NA,7042019,60.5,47,18.6,14,Chlorocephalus,,
02700587,Island,NA,31032013,62.5,46,18.6,14,Chlorocephalus,,
